Militaire eenheid,2024-01-01,2024-02-01,2024-03-01,2024-04-01,2024-05-01,2024-06-01,2024-07-01,Gemiddelde beweging (km)
"шойгісти ""шторм-z"" /// shoigists ""storm-z"" ",,,,"48.0464243, 37.7984469","48.0464243, 37.7984469","48.705179, 37.9922329","48.0464243, 37.7984469",74.64538497866002
"шойгісти ""шторм-z"" /// shoigists ""storm-z""
","48.705179, 37.9922329","48.705179, 37.9922329","48.0464243, 37.7984469",,,,,74.64538497866002
"шойгісти ""шторм-z"" /// shoigists ""storm-z""
","48.705179, 37.9922329","48.0464243, 37.7984469","48.0464243, 37.7984469",,,,,74.64538497866002
"шойгісти ""шторм-z"" /// shoigists ""storm-z""
","48.705179, 37.9922329","48.0464243, 37.7984469","48.705179, 37.9922329",,,,,74.64538497866002
"шойгісти ""шторм-z"" /// shoigists ""storm-z""
","48.705179, 37.9922329","48.6790228, 37.939907","47.7043447, 36.6784228",,,,,74.07443118641397
"шойгісти ""шторм-z"" /// shoigists ""storm-z""
","47.7043447, 36.6784228","48.6790228, 37.939907","48.705179, 37.9922329",,,,,74.07443118641397
"шойгісти ""шторм-z"" /// shoigists ""storm-z""
","48.705179, 37.9922329","48.0464243, 37.7984469","48.6790228, 37.939907",,,,,72.8826832879585
"шойгісти ""шторм-z"" /// shoigists ""storm-z""
","48.6790228, 37.939907","48.0464243, 37.7984469","48.705179, 37.9922329",,,,,72.8826832879585
"шойгісти ""шторм-z"" /// shoigists ""storm-z""
","47.7348026, 37.2737004","48.0464243, 37.7984469","47.7043447, 36.6784228",,,,,72.18031757900206
"шойгісти ""шторм-z"" /// shoigists ""storm-z""
","47.7043447, 36.6784228","48.0464243, 37.7984469","47.7348026, 37.2737004",,,,,72.18031757900206
"шойгісти ""шторм-z"" /// shoigists ""storm-z""
","48.0464243, 37.7984469","48.0464243, 37.7984469","48.6790228, 37.939907",,,,,71.11998159725698
"шойгісти ""шторм-z"" /// shoigists ""storm-z""
","48.0464243, 37.7984469","48.6790228, 37.939907","48.6790228, 37.939907",,,,,71.11998159725698
"шойгісти ""шторм-z"" /// shoigists ""storm-z""
","48.0464243, 37.7984469","48.6790228, 37.939907","48.0464243, 37.7984469",,,,,71.11998159725698
"шойгісти ""шторм-z"" /// shoigists ""storm-z""
","48.6790228, 37.939907","48.0464243, 37.7984469","48.0464243, 37.7984469",,,,,71.11998159725698
"шойгісти ""шторм-z"" /// shoigists ""storm-z""
","48.6790228, 37.939907","48.0464243, 37.7984469","48.6790228, 37.939907",,,,,71.11998159725698
"шойгісти ""шторм-z"" /// shoigists ""storm-z""
","48.6790228, 37.939907","48.6790228, 37.939907","48.0464243, 37.7984469",,,,,71.11998159725698
"шойгісти ""шторм-z"" /// shoigists ""storm-z""
","47.7348026, 37.2737004","47.7043447, 36.6784228","48.0464243, 37.7984469",,,,,68.40122129611795
"шойгісти ""шторм-z"" /// shoigists ""storm-z""
","48.0464243, 37.7984469","47.7043447, 36.6784228","47.7348026, 37.2737004",,,,,68.40122129611795
"шойгісти ""шторм-z"" /// shoigists ""storm-z""
","48.705179, 37.9922329","48.0464243, 37.7984469","47.7348026, 37.2737004",,,,,63.49733731017093
"шойгісти ""шторм-z"" /// shoigists ""storm-z""
","47.7348026, 37.2737004","48.0464243, 37.7984469","48.705179, 37.9922329",,,,,63.49733731017093
"шойгісти ""шторм-z"" /// shoigists ""storm-z""
","48.6790228, 37.939907","48.705179, 37.9922329","47.7348026, 37.2737004",,,,,62.60686228256853
"шойгісти ""шторм-z"" /// shoigists ""storm-z""
","47.7348026, 37.2737004","48.705179, 37.9922329","48.6790228, 37.939907",,,,,62.60686228256853
"шойгісти ""шторм-z"" /// shoigists ""storm-z""
","47.7348026, 37.2737004","48.0464243, 37.7984469","48.6790228, 37.939907",,,,,61.73463561946941
"шойгісти ""шторм-z"" /// shoigists ""storm-z""
","48.6790228, 37.939907","48.0464243, 37.7984469","47.7348026, 37.2737004",,,,,61.73463561946941
"шойгісти ""шторм-z"" /// shoigists ""storm-z""
","47.7348026, 37.2737004","48.6790228, 37.939907","48.705179, 37.9922329",,,,,60.45434776259489
"шойгісти ""шторм-z"" /// shoigists ""storm-z""
","48.705179, 37.9922329","48.6790228, 37.939907","47.7348026, 37.2737004",,,,,60.45434776259489
"шойгісти ""шторм-z"" /// shoigists ""storm-z""
","48.977954, 38.2121567","48.6790228, 37.939907","48.0464243, 37.7984469",,,,,54.95502285639918
"шойгісти ""шторм-z"" /// shoigists ""storm-z""
","48.977954, 38.2121567","48.705179, 37.9922329","48.0464243, 37.7984469",,,,,54.50390287876089
"шойгісти ""шторм-z"" /// shoigists ""storm-z""
","47.7348026, 37.2737004","48.0464243, 37.7984469","48.0464243, 37.7984469",,,,,52.349289641681835
"шойгісти ""шторм-z"" /// shoigists ""storm-z""
","47.7348026, 37.2737004","47.7348026, 37.2737004","48.0464243, 37.7984469",,,,,52.349289641681835
"шойгісти ""шторм-z"" /// shoigists ""storm-z""
","47.7348026, 37.2737004","48.0464243, 37.7984469","47.7348026, 37.2737004",,,,,52.349289641681835
"шойгісти ""шторм-z"" /// shoigists ""storm-z""
","48.0464243, 37.7984469","48.0464243, 37.7984469","47.7348026, 37.2737004",,,,,52.349289641681835
"шойгісти ""шторм-z"" /// shoigists ""storm-z""
","48.0464243, 37.7984469","47.7348026, 37.2737004","48.0464243, 37.7984469",,,,,52.349289641681835
"шойгісти ""шторм-z"" /// shoigists ""storm-z""
","48.0464243, 37.7984469","47.7348026, 37.2737004","47.7348026, 37.2737004",,,,,52.349289641681835
"шойгісти ""шторм-z"" /// shoigists ""storm-z""
","48.0464243, 37.7984469","47.7348026, 37.2737004","47.7043447, 36.6784228",,,,,48.57019335879773
"шойгісти ""шторм-z"" /// shoigists ""storm-z""
","47.7043447, 36.6784228","47.7348026, 37.2737004","48.0464243, 37.7984469",,,,,48.57019335879773
"шойгісти ""шторм-z"" /// shoigists ""storm-z""
","47.7348026, 37.2737004","47.7043447, 36.6784228","47.7043447, 36.6784228",,,,,44.791097075913626
"шойгісти ""шторм-z"" /// shoigists ""storm-z""
","47.7348026, 37.2737004","47.7348026, 37.2737004","47.7043447, 36.6784228",,,,,44.791097075913626
"шойгісти ""шторм-z"" /// shoigists ""storm-z""
","47.7043447, 36.6784228","47.7348026, 37.2737004","47.7348026, 37.2737004",,,,,44.791097075913626
"шойгісти ""шторм-z"" /// shoigists ""storm-z""
","47.7043447, 36.6784228","47.7348026, 37.2737004","47.7043447, 36.6784228",,,,,44.791097075913626
"шойгісти ""шторм-z"" /// shoigists ""storm-z""
","47.7043447, 36.6784228","47.7043447, 36.6784228","47.7348026, 37.2737004",,,,,44.791097075913626
"шойгісти ""шторм-z"" /// shoigists ""storm-z""
","47.7348026, 37.2737004","47.7043447, 36.6784228","47.7348026, 37.2737004",,,,,44.791097075913626
"шойгісти ""шторм-z"" /// shoigists ""storm-z""
","48.0464243, 37.7984469","48.705179, 37.9922329","48.6790228, 37.939907",,,,,39.73623521801271
"шойгісти ""шторм-z"" /// shoigists ""storm-z""
","48.6790228, 37.939907","48.705179, 37.9922329","48.0464243, 37.7984469",,,,,39.73623521801271
"шойгісти ""шторм-z"" /// shoigists ""storm-z""
","48.977954, 38.2121567","48.6790228, 37.939907","48.6790228, 37.939907",,,,,38.790064115541384
"шойгісти ""шторм-z"" /// shoigists ""storm-z""
","48.0464243, 37.7984469","48.6790228, 37.939907","48.705179, 37.9922329",,,,,37.97353352731119
"шойгісти ""шторм-z"" /// shoigists ""storm-z""
","48.705179, 37.9922329","48.6790228, 37.939907","48.0464243, 37.7984469",,,,,37.97353352731119
80-й гвардійський танковий червонопрапорний полк /// 80th Guards Tank Red Banner Regiment,"48.5483239, 38.0001624","48.5483239, 38.0001624","48.2097032, 37.9768161",,,,,37.69353407697811
51-й парашутно-десантний полк зі складу 106-ї ПДД /// 51th Guards Airborne Regiment rom the 106th Airborne Division ,"48.441799, 37.9827865","48.7343168, 38.1692199","48.7343168, 38.1692199",,,,,35.31668116731201
"114-й мотострілецький полк
/// 114th Motorized Rifle Regiment","47.7066966, 36.8508709","47.7066966, 36.8508709","47.6227631, 36.4093585",,,,,34.44895286920158
"шойгісти ""шторм-z"" /// shoigists ""storm-z""
","48.977954, 38.2121567","48.705179, 37.9922329","48.705179, 37.9922329",,,,,34.36242077886176
138-ма окрема мотострілецька бригада /// 138th Separate Guards Motor Rifle Brigade ,,,,"49.7954486, 37.6978134","49.7954486, 37.6978134","49.9745056, 38.0737421","49.9745056, 38.0737421",33.564036175986615
"114-й мотострілецький полк
/// 114th Motorized Rifle Regiment ",,,,"47.6227631, 36.4093585","47.6227631, 36.4093585","47.74965, 36.7722349","47.74965, 36.7722349",30.679649379620336
33-й гвардійський мотострілецький полк /// 33rd Guards Motorized Rifle Regiment,"48.0687869, 37.8080702","47.8655806, 37.5464399","47.8655806, 37.5464399",,,,,29.869494097281578
"144-а окрема мотострілецька бригада /// 144th Separate Motorized Rifle Brigade
","46.7565488, 33.1898336","46.6416367, 32.843763","46.6416367, 32.843763",,,,,29.389471623421056
30-й інженерно-саперний полк ///30th Engineer Regiment,"49.9898343, 37.9028386","49.7575245, 37.915206","49.7575245, 37.915206",,,,,25.854324667686704
810-та окрема бригада Морської піхоти /// 810th Naval Infantry Brigade,"46.604945, 32.721072","46.604945, 32.721072","46.706277, 33.0183839",,,,,25.392503888899842
9-та окрема мотострілецька бригада ///9th separate motorized rifle brigade ,,,,,"47.9526528, 37.4732336","47.9554117, 37.8031659","47.9554117, 37.8031659",24.64506935278103
255-й гвардійський мотострілецький полк /// 255th Guards Motorized Rifle Regiment,"48.065128, 37.757682","47.8241143, 37.5283277","47.927509, 37.4776931",,,,,21.955762021291577
"шойгісти ""шторм-z"" /// shoigists ""storm-z""
","48.977954, 38.2121567","48.6790228, 37.939907","48.705179, 37.9922329",,,,,21.80857478645339
"шойгісти ""шторм-z"" /// shoigists ""storm-z""
","48.977954, 38.2121567","48.705179, 37.9922329","48.6790228, 37.939907",,,,,19.59475311811358
239-й танковий полк (зі складу 90 тд)///239th tank regiment (from the composition of 90 TD) ,,,,"48.1449542, 37.6008849","48.0143247, 37.8379514","48.1746114, 37.55883","48.1945263, 37.4867321",18.68473413357616
"132-га окрема мотострілецька бригада (колишня 3-тя «Беркут») /// 132nd separate motorized rifle brigade (formerly the 3rd Brigade ""Berkut"")","48.1855609, 37.7288882","48.2125643, 37.7240812","48.3356143, 37.9333343","48.2597983, 37.6569708","48.2597983, 37.6569708","48.2689404, 37.8780708","48.2689404, 37.8780708",15.585090285458955
138-ма окрема мотострілецька бригада /// 138th Separate Guards Motor Rifle Brigade ,,,,"50.36141, 36.7307066","50.3085973, 36.9318934","50.3085973, 36.9318934","50.3085973, 36.9318934",15.481647463966524
155-та бригада морської піхоти (в/ч 30926) /// 155th Separate Brigade of Marines,"47.7584546, 37.295968","47.8145097, 37.4641976","47.8145097, 37.4641976",,,,,14.062485712298885
17-й танковий полк ///17th tank regiment,,"46.5995625, 33.2262334","46.7070216, 33.1325046",,,,,13.934570438429628
"6-та окрема мотострілецька бригада /// 6th Separate Guards Motor Rifle Brigade
","48.8286184, 38.2943234","48.9518747, 38.2634268","48.9518747, 38.2634268",,,,,13.893034189231187
337-й десантно-штурмовий полк /// 337th Airborne Assault Regiment,"46.564502, 33.044708","46.564502, 33.044708","46.6743875, 33.08728",,,,,12.64297838546443
110-та окрема мотострілецька бригада /// 110th Separate Motorized Rifle Brigade,"48.205339, 37.745032","48.0692413, 37.6897583","48.1300008, 37.7422871",,,,,11.744693156356698
37-ма окрема мотострілецька бригада /// 37th Separate Guards Motor Rifle Brigade,"47.7525965, 36.9611384","47.7184232, 36.8131663","47.7184232, 36.8131663",,,,,11.73114935617625
11-а окрема десантно-штурмова бригада /// 11th Separate Assault Brigade,"48.4903329, 37.9846324","48.4903329, 37.9846324","48.5873979, 37.9420566",,,,,11.242278695015223
"239-й танковий полк (зі складу 90 тд)///239th tank regiment (from the composition of 90 TD)
","48.115969, 37.8204411","48.2135192, 37.7919436","48.2135192, 37.7919436",,,,,11.052154824313206
328-й десантно-штурмовий полк /// 328th Airborne Assault Regiment,"46.58062, 33.0826246","46.58062, 33.0826246","46.6730463, 33.0386734","46.6730463, 33.0386734","46.6730463, 33.0386734","46.6730463, 33.0386734","46.6730463, 33.0386734",10.811738343584043
254-й мотострілковий полк ///254nd Motor Rifle Regiment ,,,,"49.0621245, 38.0127176","49.0576251, 38.0607826","49.2161988, 38.0601041","49.2161988, 38.0601041",10.591836951149084
18-та кулеметно-артилерійська дивізія /// 18th Machine Gun Artillery Division ,,,,"47.8026622, 37.5805178","47.8026622, 37.5805178","47.8206458, 37.4524595","47.8206458, 37.4524595",9.797339302705362
"102-й мотострілецький полк /// 102nd Motor Rifle Regiment
","48.4992146, 38.0024231","48.4992146, 38.0024231","48.5792295, 37.9474883",,,,,9.778836456254826
"14-й батальйон територіальної оборони «Прізрак» /// 14th Territorial Defense Battalion ""Prizrak"" (LPR)","48.7839793, 38.2767756","48.7477708, 38.3849247","48.7477708, 38.3849247",,,,,8.911988164550033
39-та окрема мотострілецька бригада///39th Separate Guards Motor Rifle Brigade ,,,,"47.8471252, 37.5198894","47.8471252, 37.5198894","47.8065578, 37.4265086","47.8065578, 37.4265086",8.320536596416162
30-та окрема мотострілецька бригада /// 30th separate motorized rifle brigade ,,,,"48.2482694, 37.6085562","48.2482694, 37.6085562","48.2737539, 37.5036724","48.2737539, 37.5036724",8.286990584674632
15-та окрема мотострілецька бригада /// 15th Separate Motor Rifle Brigade ,,,,"48.2114394, 37.6090788","48.2114394, 37.6090788","48.2347712, 37.4563024","48.2054911, 37.4216276",7.898211601842885
237-й танковий полк///237th tank regiment,"49.2882857, 38.11059","49.2443744, 38.0302515","49.2443744, 38.0302515",,,,,7.618272881876255
"164-та окрема мотострілецька бригада /// 164th Mountain Motor Rifle Brigade
","49.0261688, 38.1258493","49.0648747, 38.042073","49.0648747, 38.042073",,,,,7.4858498699843965
40-ва окрема бригада морської піхоти /// 40th Naval Infantry Brigade ,,,,"47.7112311, 36.904338","47.7112311, 36.904338","47.7400993, 36.8219396","47.7400993, 36.8219396",6.965174225732027
114-та окрема мотострілецька бригада /// 114th separate motorized rifle brigade ,,,,"48.1865547, 37.6425738","48.1865547, 37.6425738","48.1998289, 37.5306504","48.2110402, 37.4612988",6.877196736784445
218-й танковий полк /// 218st Tank Regiment ,,,,"47.6900511, 36.8276231","47.6900511, 36.8276231","47.7487187, 36.8001582","47.7487187, 36.8001582",6.8407027545973245
34-а окрема мотострілецька бригада /// 34th Separate Motorized Rifle Brigade ,,,,"47.7442529, 36.7053218","47.7403281, 36.7956155","47.7403281, 36.7956155","47.7403281, 36.7956155",6.78573481908502
39-та окрема мотострілецька бригада///39th Separate Guards Motor Rifle Brigade,"47.7964099, 37.4941393","47.842056, 37.5528484","47.842056, 37.5528484",,,,,6.71468916251371
380-й мотострілецький полк /// 380th Motor Rifle Regiment ,,,,"50.32811, 36.4867879","50.32811, 36.4867879","50.2785484, 36.4359761","50.2785484, 36.4359761",6.595261444056488
"1-ша окрема мотострілецька «Слов'янська» бригада (в/ч 08801) /// 1st separate motorized rifle ""Sloviansk"" brigade  ",,,,"48.1495757, 37.6451059","48.1058064, 37.5592732","48.1058064, 37.5592732","48.1495762, 37.5702561",6.483489857283341
30-та окрема мотострілецька бригада /// 30th separate motorized rifle brigade,"48.219226, 37.6796253","48.172082, 37.7724949","48.1860465, 37.7247736",,,,,6.271242406709291
"1-ша окрема мотострілецька «Слов'янська» бригада (в/ч 08801) /// 1st separate motorized rifle ""Sloviansk"" brigade","48.0913918, 37.6600194","48.1183285, 37.7973478","48.1335391, 37.8071537",,,,,6.249533716910676
55-та окрема мотострілецька бригада (в/ч 55115) /// 55th Mountain Motor Rifle Brigade,"48.101588, 37.6571983","48.0882883, 37.7749574","48.1190098, 37.7785614",,,,,6.160993404425235
3-тя мотострілецька дивізія (в/ч 54046) /// 3rd Motor Rifle Division,"49.233923, 38.057922","49.2186751, 38.1361997","49.2186751, 38.1361997",,,,,5.948558461186172
6-й танковий полк /// 6th Tank Regiment ,,,,,,"48.1523985, 37.5571134","48.1716348, 37.4853592",5.750498490177137
55-та окрема мотострілецька бригада (в/ч 55115) /// 55th Mountain Motor Rifle Brigade ,,,,"48.224447, 37.6117008","48.221016, 37.6003712","48.2642311, 37.6202834","48.237941, 37.474372",5.725052183879477
5-та окрема танкова бригада (в/ч 46108) /// 5th separate tank brigade ,,,,"47.7098525, 36.8443947","47.7098525, 36.8443947","47.7558038, 36.8164135","47.7558038, 36.8164135",5.52341809263523
"394-й мотострілецький полк
 /// 394th Motorized Rifle Regiment ",,,,"47.7479028, 36.7327688","47.7479028, 36.7327688","47.7504421, 36.8057249","47.7504421, 36.8057249",5.477993303080855
1140-й мотострілецький полк територіальних військ /// 1140th motorized rifle regiment of territorial troops  ,,,,"48.1426737, 37.7535069","48.1733632, 37.6985738","48.1733632, 37.6985738","48.1733632, 37.6985738",5.3242308057516485
"31-й мотострілецький полк /// 31st Motor Rifle Regiment 
","49.0357196, 38.0570336","49.0379703, 38.0954859","49.0777905, 38.0099969",,,,,5.240504918901641
"283-й мотострілецький полк (зі складу 144 мсд)///283rd motorizedrifle regiment (from the composition of 144 MRD)
","49.1423728, 38.150381","49.114065, 38.0940752","49.114065, 38.0940752",,,,,5.1767022594641805
4-а окрема мотострілецька бригада (ЛНР) /// 4th Separate Motorized Rifle Brigade,"48.5502066, 37.9651651","48.5949586, 37.9591555","48.5949586, 37.9591555",,,,,4.996208854965703
"шойгісти ""шторм-z"" /// shoigists ""storm-z""
","48.705179, 37.9922329","48.6790228, 37.939907","48.705179, 37.9922329",,,,,4.827085457365401
"шойгісти ""шторм-z"" /// shoigists ""storm-z""
","48.705179, 37.9922329","48.705179, 37.9922329","48.6790228, 37.939907",,,,,4.827085457365401
"шойгісти ""шторм-z"" /// shoigists ""storm-z""
","48.705179, 37.9922329","48.6790228, 37.939907","48.6790228, 37.939907",,,,,4.827085457365401
"шойгісти ""шторм-z"" /// shoigists ""storm-z""
","48.6790228, 37.939907","48.705179, 37.9922329","48.705179, 37.9922329",,,,,4.827085457365401
"шойгісти ""шторм-z"" /// shoigists ""storm-z""
","48.6790228, 37.939907","48.705179, 37.9922329","48.6790228, 37.939907",,,,,4.827085457365401
"шойгісти ""шторм-z"" /// shoigists ""storm-z""
","48.6790228, 37.939907","48.6790228, 37.939907","48.705179, 37.9922329",,,,,4.827085457365401
35-та окрема мотострілецька бригада (в/ч 41659) /// 35th Separate Guards Motor Rifle Brigade ,,,,"48.2484246, 37.5966019","48.2484246, 37.5966019","48.2543685, 37.5725694","48.2616827, 37.4702589",4.7716868493773035
74-та окрема мотострілецька бригада (в/ч 21005) /// 74th Separate Guards Motor Rifle Brigade,"48.0899776, 37.6691097","48.0983474, 37.6888508","48.1359363, 37.7753666",,,,,4.7095262936343785
228-й мотострілецький полк (зі складу 90 тд)///228th motorizedrifle regiment (from the composition of 90 TD) ,,,,"48.1439367, 37.726653","48.1331688, 37.6658845","48.1331688, 37.6658845","48.1331688, 37.6658845",4.678516020676369
114-та окрема мотострілецька бригада /// 114th separate motorized rifle brigade,"48.1891881, 37.7119221","48.1727058, 37.7843635","48.1630887, 37.7376718",,,,,4.662111281072362
127-ма окрема мотострілецька бригада (колишня 7-ма) /// 127th separate motorized rifle brigade (formerly the 7th Brigade),"48.8827404, 38.2983623","48.9238155, 38.2966442","48.9238155, 38.2966442",,,,,4.569610466210035
"24-й мотострілецький полк /// 24th Motor Rifle Regiment
","46.5785199, 32.67894","46.6162659, 32.6967961","46.6162659, 32.6967961",,,,,4.413402313881351
9-та окрема мотострілецька бригада ///9th separate motorized rifle brigade  ,,,,"48.102122, 37.5831561","48.1116361, 37.529941","48.1116361, 37.529941","48.1116361, 37.529941",4.101755972319147
433-й мотострілецький полк (зі складу 27 мсд)///433th motorizedrifle regiment (from the composition of 27 MRD) ,,,,"48.2242424, 37.605477","48.2296172, 37.5970657","48.2168067, 37.5011052","48.2168067, 37.5011052",4.067876477529883
72-га окрема мотострілецька бригада /// 72nd separate motorized rifle brigade,"48.4839672, 37.9703136","48.514907, 37.9948626","48.514907, 37.9948626",,,,,3.8895373740742865
"589-й мотострілецький полк
 /// 589th Motorized Rifle Regiment ",,,,,,"48.2311648, 37.4881691","48.2233882, 37.439417",3.7239215691541188
96-й окремий стрілецький полк ///96th Separate Rifle Regiment ,,,,"47.9271374, 37.5075515","47.9271374, 37.5075515","47.9502523, 37.4744205","47.9502523, 37.4744205",3.5683126451847604
74-та окрема мотострілецька бригада (в/ч 21005) /// 74th Separate Guards Motor Rifle Brigade ,,,,"48.2201837, 37.6249904","48.2201837, 37.6249904","48.2519696, 37.6239598","48.2519696, 37.6239598",3.5352594186616564
37-ма окрема мотострілецька бригада /// 37th Separate Guards Motor Rifle Brigade ,,,,"47.7184232, 36.8131663","47.7184232, 36.8131663","47.7498267, 36.8184873","47.7498267, 36.8184873",3.5143398979851064
217-й парашутно-десантний полк (в/ч 62295) зі складу 98-ї ПДД /// 217th Airborne Regiment from the 98th Airborne Division,"48.5986928, 37.9885009","48.6102715, 37.9514222","48.6333067, 37.9119404",,,,,3.449948230039789
1307-й мотострілецький полк /// 1307th Motor Rifle Regiment,"48.5752118, 37.958734","48.545787, 37.9633692","48.545787, 37.9633692",,,,,3.289912573566788
252-й мотострілецький полк ///252nd motorized rifle regiment,"49.3437942, 38.0007237","49.3147077, 37.9966034","49.3147077, 37.9966034",,,,,3.2487221343503077
123-тя окрема мотострілецька бригада (колишня 2-га) /// 123rd separate motorized rifle brigade (formerly the 2nd Brigade),"48.729766, 38.066027","48.7241042, 38.1082559","48.7241042, 38.1082559",,,,,3.169976722854841
60-та окрема мотострілецька бригада /// 60th Separate Motorized Rifle Brigade  ,,,,"47.7226593, 36.8005522","47.7485207, 36.7857892","47.7485207, 36.7857892","47.7485207, 36.7857892",3.0812480139035348
"шойгісти ""шторм-v"" /// shoigists ""storm-v"" ",,,,"48.4956467, 37.9847562","48.4924614, 38.0261266","48.4924614, 38.0261266","48.4924614, 38.0261266",3.0781357680441546
331-й парашутно-десантний полк (в/ч 71211) зі складу 98-ї ПДД /// 331st Airborne Regiment from the 98th Airborne Division,"48.6531514, 37.9184932","48.6531514, 37.9184932","48.6266078, 37.920039",,,,,2.953919055946559
80-й танковий полк /// 80th Guards Tank Red Banner Regiment ,,,,,,"48.1308566, 37.5601976","48.1494135, 37.5323875",2.922553596023604
115-та окрема мотострілецька бригада /// 115th separate motorized rifle brigade ,,,,"48.1585194, 37.7232305","48.1578323, 37.6861517","48.1578323, 37.6861517","48.1578323, 37.6861517",2.759607403297871
9-та бригада морської піхоти /// 9th Marine Corps Brigade,"48.0720785, 37.7127609","48.0581975, 37.6842647",,,,,,2.625456779929683
"506-й мотострілецький полк
 /// 506th Motorized Rifle Regiment ",,,,,,"48.2384149, 37.4765271","48.2452744, 37.443225",2.5884731423431084
37-й мотострілецький полк /// 37th Motor Rifle Regiment ,"49.0472777, 38.0099625","49.0472777, 38.0099625","49.0472777, 38.0099625","49.0472777, 38.0099625","49.0391762, 38.042922","49.0391762, 38.042922","49.0391762, 38.042922",2.572549323671605
90-та танкова дивізія (в/ч 86274) /// 90th tank division ,,,,"48.1399864, 37.6394201","48.1638075, 37.6315234","48.1589983, 37.5779657","48.1617464, 37.587922",2.5114601062290984
200-та окрема мотострілецька бригада /// 200th Separate Motor Rifle Brigade,"48.6159326, 37.9284198","48.6159326, 37.9284198","48.6286982, 37.9561431",,,,,2.4884771457552284
150-та мотострілецька дивізія (в/ч 22265) /// 150th Motorized Rifle Division,"47.9378251, 37.509081","47.9378251, 37.509081","47.9406426, 37.5414393",,,,,2.437796853420281
"139-та окремий мотострілецький батальйон ///139th Separate Guards Motor Rifle Battalion
","47.7751331, 37.4884453","47.7952027, 37.4815787","47.7952027, 37.4815787",,,,,2.290016990880451
31-й мотострілецький полк /// 31st Motor Rifle Regiment ,,,,"49.0777905, 38.0099969","49.0802641, 38.033343","49.0802641, 38.033343","49.0802641, 38.033343",1.7276141162606884
"115-та окрема мотострілецька бригада /// 115th separate motorized rifle brigade
","48.1878267, 37.7458894","48.1878267, 37.7458894","48.1736329, 37.7390229",,,,,1.6588097879756973
103-й мотострілковий полк зі складу 150 мсд///103rd Motorized Rifle Regiment (from the composition of 150 MRD) ,,,,"47.9500295, 37.480839","47.9606061, 37.4758607","47.955663, 37.4701958","47.955663, 37.4701958",0.9634959657059385
БАРС-7 /// 7nd squad BARS,"48.970183, 38.28079","48.9778451, 38.2759827","48.9778451, 38.2759827",,,,,0.9219170445381664
"26-й мотострілецький полк ///26-th motorized rifle regiment
","46.6993594, 33.0740559","46.6993594, 33.0740559","46.7027735, 33.0666745",,,,,0.6802413653383399
70-й мотострілецький полк (в/ч 71718) /// 70th motorized rifle regiment,"47.4036979, 35.84411","47.4074157, 35.8418784","47.4074157, 35.8418784",,,,,0.44634247616125544
21-ша окрема мотострілецька бригада /// 21st Separate Motor Rifle Brigade,"48.2142823, 37.6724114","48.2131956, 37.6721539","48.2118229, 37.6773038",,,,,0.26719343527740297
15-та окрема мотострілецька бригада /// 15th Separate Motor Rifle Brigade,"48.1989115, 37.6944801","48.1977101, 37.6921627","48.1977101, 37.6921627",,,,,0.21799980742099997
"1-й танковий полк ///1st tank regiment
",,,"49.5836429, 37.9272774",,,,,0.0
1-й гвардійський мотострілковий полк ///1st Guards Motor Rifle Regiment  ,,,,"49.5924818, 37.9117654","49.5924818, 37.9117654","49.5924818, 37.9117654","49.5924818, 37.9117654",0.0
"шойгісти ""шторм-v"" /// shoigists ""storm-v""
","48.5131629, 38.0087895","48.5131629, 38.0087895","48.5131629, 38.0087895",,,,,0.0
"загони ""Африканського корпусу"" ///units of the ""African Corps"" ",,,,"50.2892835, 36.5180194","50.2892835, 36.5180194","50.2892835, 36.5180194","50.2892835, 36.5180194",0.0
Частково 111-й окремий стрілецький полк /// Part 111th separate rifle regiment ,,,,"48.041801, 37.699761","48.041801, 37.699761","48.041801, 37.699761","48.041801, 37.699761",0.0
"шойгісти ""шторм-z"" /// shoigists ""storm-z"" ",,,,"49.7831024, 37.6938571","49.7831024, 37.6938571","49.7831024, 37.6938571","49.7831024, 37.6938571",0.0
"7-й окремий розвідувальний батальйон зі складу 47-ї ТД/// 7th separate reconnaissance battalion  from the 47th TD
",,,"49.0111001, 38.1513187",,,,,0.0
7-й мотострілковий полк зі складу 18-ї МСД /// 7th motorized rifle regiment from the 18th MSD,"49.5261545, 37.9832109","49.5261545, 37.9832109",,,,,,0.0
БАРС-3 /// 3rd squad BARS,"47.2072468, 36.1675519","47.2072468, 36.1675519","47.2072468, 36.1675519",,,,,0.0
"БАРС-3 ""восілій моргєлов"" /// 33rd squad BARS ""vosiliy morgeloff"" ",,,,"46.5687092, 32.9190527","46.5687092, 32.9190527","46.5687092, 32.9190527","46.5687092, 32.9190527",0.0
"БАРС-3 ""восілій моргєлов"" /// 33rd squad BARS ""vosiliy morgeloff""
","46.5687092, 32.9190527","46.5687092, 32.9190527","46.5687092, 32.9190527",,,,,0.0
БАРС-14 /// 14th squad BARS ,,,,"47.2146504, 36.1427281","47.2146504, 36.1427281","47.2146504, 36.1427281","47.2146504, 36.1427281",0.0
"БАРС-14 /// 14th squad BARS
","47.2146504, 36.1427281","47.2146504, 36.1427281","47.2146504, 36.1427281",,,,,0.0
БАРС-11 /// 11th squad BARS ,,,,"47.2004098, 36.1893656","47.2004098, 36.1893656","47.2004098, 36.1893656","47.2004098, 36.1893656",0.0
